,Mean,executer,agar,timepoint,plate,serial_num,spot,normalized
4775,135.339,ot2,YPD,80,2,2,1,1.7708270637340204
4776,131.046,ot2,YPD,80,2,2,2,1.704441698640827
4777,129.597,ot2,YPD,80,2,2,3,1.6534236613465
4778,120.222,ot2,YPD,80,2,2,4,1.5583294447036864
4779,113.28,ot2,YPD,80,2,2,5,1.4784265615619534
4780,136.523,ot2,YPD,80,2,3,1,1.7806573627233595
4781,133.299,ot2,YPD,80,2,3,2,1.7165097801872338
4782,132.303,ot2,YPD,80,2,3,3,1.692438565745206
4783,125.466,ot2,YPD,80,2,3,4,1.6158720346186537
4784,108.74,ot2,YPD,80,2,3,5,1.41961931120917
4785,134.8,ot2,YPD,80,2,4,1,1.7609405617243634
4786,131.407,ot2,YPD,80,2,4,2,1.7112514650345096
4787,128.827,ot2,YPD,80,2,4,3,1.6659166440366735
4788,120.025,ot2,YPD,80,2,4,4,1.5431344818719466
4789,113.171,ot2,YPD,80,2,4,5,1.4779105452171075
4790,133.311,ot2,YPD,80,2,5,1,1.7474243020055054
4791,130.227,ot2,YPD,80,2,5,2,1.7053007883089333
4792,126.99,ot2,YPD,80,2,5,3,1.6564489199624337
4793,121.916,ot2,YPD,80,2,5,4,1.590824275480512
4794,104.557,ot2,YPD,80,2,5,5,1.3871391424326045
4795,131.853,ot2,YPD,80,2,6,1,1.693680154142582
4796,130.95,ot2,YPD,80,2,6,2,1.720016287286722
4797,128.438,ot2,YPD,80,2,6,3,1.6907078073373965
4798,127.563,ot2,YPD,80,2,6,4,1.680052154672848
4799,95.483,ot2,YPD,80,2,6,5,1.2196689063178603
4800,133.972,ot2,YPD,81,1,1,1,1.7352537367562106
4801,132.279,ot2,YPD,81,1,1,2,1.7185563394005534
4802,131.652,ot2,YPD,81,1,1,3,1.7098772647574516
4803,130.728,ot2,YPD,81,1,1,4,1.6958941428293446
4804,124.322,ot2,YPD,81,1,1,5,1.6068502003360474
4805,133.806,ot2,YPD,81,1,2,1,1.737492046590747
4806,129.538,ot2,YPD,81,1,2,2,1.670897505353043
4807,127.691,ot2,YPD,81,1,2,3,1.6496905804684572
4808,123.734,ot2,YPD,81,1,2,4,1.6035197760613755
4809,120.79,ot2,YPD,81,1,2,5,1.5779847675284466
4810,134.546,ot2,YPD,81,1,3,1,1.738095853248934
4811,130.133,ot2,YPD,81,1,3,2,1.6736287055494825
4812,127.743,ot2,YPD,81,1,3,3,1.6418986658440655
4813,127.252,ot2,YPD,81,1,3,4,1.6382198076650745
4814,115.957,ot2,YPD,81,1,3,5,1.5042549879355525
4815,132.534,ot2,YPD,81,1,4,1,1.7186539583738571
4816,128.65,ot2,YPD,81,1,4,2,1.6675956291236211
4817,125.652,ot2,YPD,81,1,4,3,1.6179966262764134
4818,121.777,ot2,YPD,81,1,4,4,1.560563344183305
4819,110.936,ot2,YPD,81,1,4,5,1.4256377305146823
4820,131.274,ot2,YPD,81,1,5,1,1.695082898610609
4821,129.087,ot2,YPD,81,1,5,2,1.6588321468040812
4822,128.019,ot2,YPD,81,1,5,3,1.6466313379466468
4823,125.709,ot2,YPD,81,1,5,4,1.6230149508095129
4824,115.452,ot2,YPD,81,1,5,5,1.487649309984924
4825,130.372,ot2,YPD,81,1,6,1,1.643724390090147
4826,129.737,ot2,YPD,81,1,6,2,1.649947221833628
4827,128.95,ot2,YPD,81,1,6,3,1.6508769683779283
4828,123.382,ot2,YPD,81,1,6,4,1.5872333856484937
4829,94.579,ot2,YPD,81,1,6,5,1.199464813382202
4830,135.519,ot2,YPD,81,2,1,1,1.7742501407418076
4831,134.192,ot2,YPD,81,2,1,2,1.76151220792859
4832,133.904,ot2,YPD,81,2,1,3,1.7487560564704654
4833,130.062,ot2,YPD,81,2,1,4,1.7008683370821782
4834,128.347,ot2,YPD,81,2,1,5,1.6608478480291933
4835,135.391,ot2,YPD,81,2,2,1,1.7715074515550784
4836,131.117,ot2,YPD,81,2,2,2,1.705365155752097
4837,129.668,ot2,YPD,81,2,2,3,1.6543294931169543
4838,120.354,ot2,YPD,81,2,2,4,1.560040441748328
4839,113.518,ot2,YPD,81,2,2,5,1.4815327190624104
4840,136.602,ot2,YPD,81,2,3,1,1.781687752706404
4841,133.372,ot2,YPD,81,2,3,2,1.7174498113499108
4842,132.395,ot2,YPD,81,2,3,3,1.6936154426720225
4843,125.613,ot2,YPD,81,2,3,4,1.6177652422533035
4844,109.024,ot2,YPD,81,2,3,5,1.4233269798167054
4845,134.896,ot2,YPD,81,2,4,1,1.762194644023514
4846,131.5,ot2,YPD,81,2,4,2,1.7124625602291963
4847,128.945,ot2,YPD,81,2,4,3,1.6674425521459697
4848,120.253,ot2,YPD,81,2,4,4,1.546065826690666
4849,113.63,ot2,YPD,81,2,4,5,1.4839046686255304
4850,133.366,ot2,YPD,81,2,5,1,1.748145235286407
4851,130.303,ot2,YPD,81,2,5,2,1.7062959956001362
4852,127.098,ot2,YPD,81,2,5,3,1.6578576646144214
4853,122.085,ot2,YPD,81,2,5,4,1.5930294766235629
4854,104.912,ot2,YPD,81,2,5,5,1.3918488643600084
4855,131.876,ot2,YPD,81,2,6,1,1.6939755940912011
4856,130.996,ot2,YPD,81,2,6,2,1.7206204930844708
4857,128.559,ot2,YPD,81,2,6,3,1.6923006042097226
4858,127.742,ot2,YPD,81,2,6,4,1.6824096512485514
4859,95.757,ot2,YPD,81,2,6,5,1.2231688935441842
4860,134.039,ot2,YPD,82,1,1,1,1.7361215449576457
4861,132.311,ot2,YPD,82,1,1,2,1.7189720803939146
4862,131.731,ot2,YPD,82,1,1,3,1.710903305409442
4863,130.827,ot2,YPD,82,1,1,4,1.6971784393850944
4864,124.482,ot2,YPD,82,1,1,5,1.6089181853431562
4865,133.884,ot2,YPD,82,1,2,1,1.7385048889119736
4866,129.573,ot2,YPD,82,1,2,2,1.6713489667982355
4867,127.773,ot2,YPD,82,1,2,3,1.6507499709313591
4868,123.891,ot2,YPD,82,1,2,4,1.6055544036079
4869,121.039,ot2,YPD,82,1,2,5,1.581237670973389
4870,134.635,ot2,YPD,82,1,3,1,1.7392455755070404
4871,130.189,ot2,YPD,82,1,3,2,1.6743489164683942
4872,127.813,ot2,YPD,82,1,3,3,1.6427983856456132
4873,127.424,ot2,YPD,82,1,3,4,1.640434105333625
4874,116.238,ot2,YPD,82,1,3,5,1.5079002672339985
4875,132.629,ot2,YPD,82,1,4,1,1.7198858847176297
4876,128.724,ot2,YPD,82,1,4,2,1.6685548368698715
4877,125.766,ot2,YPD,82,1,4,3,1.619464582340746
4878,122.076,ot2,YPD,82,1,4,4,1.564395007304508
4879,111.321,ot2,YPD,82,1,4,5,1.4305853627192702
4880,131.355,ot2,YPD,82,1,5,1,1.696128815660348
4881,129.177,ot2,YPD,82,1,5,2,1.6599886915623634
4882,128.151,ot2,YPD,82,1,5,3,1.6483291744912925
4883,125.921,ot2,YPD,82,1,5,4,1.6257520592868029
4884,115.864,ot2,YPD,82,1,5,5,1.49295810944889
4885,130.423,ot2,YPD,82,1,6,1,1.6443673958267668
4886,129.817,ot2,YPD,82,1,6,2,1.6509646322697156
4887,129.067,ot2,YPD,82,1,6,3,1.6523748559723468
4888,123.599,ot2,YPD,82,1,6,4,1.5900249569043148
4889,94.743,ot2,YPD,82,1,6,5,1.201544685546157
4890,135.551,ot2,YPD,82,2,1,1,1.774669093099069
4891,134.274,ot2,YPD,82,2,1,2,1.7625886059333158
4892,134.009,ot2,YPD,82,2,1,3,1.7501273328022358
4893,130.185,ot2,YPD,82,2,1,4,1.702476853062719
4894,128.518,ot2,YPD,82,2,1,5,1.6630606382152746
4895,135.453,ot2,YPD,82,2,2,1,1.7723186831878786
4896,131.217,ot2,YPD,82,2,2,2,1.7066657995707877
4897,129.809,ot2,YPD,82,2,2,3,1.6561283984639137
4898,120.541,ot2,YPD,82,2,2,4,1.5624643542282366
4899,113.824,ot2,YPD,82,2,2,5,1.485526350134426
4900,136.689,ot2,YPD,82,2,3,1,1.7828224859788704
4901,133.488,ot2,YPD,82,2,3,2,1.7189435594988218
4902,132.523,ot2,YPD,82,2,3,3,1.6952528366571578
4903,125.809,ot2,YPD,82,2,3,4,1.6202895190995028
4904,109.391,ot2,YPD,82,2,3,5,1.4281182276299642
4905,135.001,ot2,YPD,82,2,4,1,1.7635662965382104
4906,131.634,ot2,YPD,82,2,4,2,1.7142075791118632
4907,129.13,ot2,YPD,82,2,4,3,1.669834865707155
4908,120.547,ot2,YPD,82,2,4,4,1.5498457186937515
4909,114.173,ot2,YPD,82,2,4,5,1.4909957557949722
4910,133.47,ot2,YPD,82,2,5,1,1.7495084545812032
4911,130.426,ot2,YPD,82,2,5,2,1.7079066600319512
4912,127.271,ot2,YPD,82,2,5,3,1.6601142648439946
4913,122.313,ot2,YPD,82,2,5,4,1.596004540887561
4914,105.352,ot2,YPD,82,2,5,5,1.3976862661855232
4915,131.935,ot2,YPD,82,2,6,1,1.694733461785485
4916,131.12,ot2,YPD,82,2,6,2,1.722249221756663
4917,128.75,ot2,YPD,82,2,6,3,1.6948148538181051
4918,127.978,ot2,YPD,82,2,6,4,1.685517859024339
4919,96.152,ot2,YPD,82,2,6,5,1.2282144955675345
4920,134.09,ot2,YPD,83,1,1,1,1.7367821153796337
4921,132.384,ot2,YPD,83,1,1,2,1.7199204895350195
4922,131.725,ot2,YPD,83,1,1,3,1.710825378271316
4923,130.85,ot2,YPD,83,1,1,4,1.697476811312188
4924,124.558,ot2,YPD,83,1,1,5,1.609900478221533
4925,133.958,ot2,YPD,83,1,2,1,1.7394657906013429
4926,129.655,ot2,YPD,83,1,2,2,1.6724066764698295
4927,127.799,ot2,YPD,83,1,2,3,1.6510858752244744
4928,123.955,ot2,YPD,83,1,2,4,1.606383805919859
4929,121.197,ot2,YPD,83,1,2,5,1.5833017623159629
4930,134.709,ot2,YPD,83,1,3,1,1.7402015243508593
4931,130.26,ot2,YPD,83,1,3,2,1.6752620410263006
4932,127.84,ot2,YPD,83,1,3,3,1.64314542042621
4933,127.518,ot2,YPD,83,1,3,4,1.641644244757135
4934,116.425,ot2,YPD,83,1,3,5,1.510326129258231
4935,132.711,ot2,YPD,83,1,4,1,1.7209492316669912
4936,128.805,ot2,YPD,83,1,4,2,1.669604780484011
4937,125.827,ot2,YPD,83,1,4,3,1.6202500676032396
4938,122.285,ot2,YPD,83,1,4,4,1.5670733270113026
4939,111.576,ot2,YPD,83,1,4,5,1.4338623658677632
4940,131.42,ot2,YPD,83,1,5,1,1.6969681318113732
4941,129.243,ot2,YPD,83,1,5,2,1.6608368243851035
4942,128.228,ot2,YPD,83,1,5,3,1.6493195791423354
4943,126.045,ot2,YPD,83,1,5,4,1.6273530095282362
4944,116.152,ot2,YPD,83,1,5,5,1.496669114899429
4945,130.469,ot2,YPD,83,1,6,1,1.6449473617852866
4946,129.864,ot2,YPD,83,1,6,2,1.651562360900917
4947,129.117,ot2,YPD,83,1,6,3,1.653014978875944
4948,123.714,ot2,YPD,83,1,6,4,1.5915043610260633
4949,94.765,ot2,YPD,83,1,6,5,1.2018236927876629
4950,135.57,ot2,YPD,83,2,1,1,1.7749178460611932
4951,134.228,ot2,YPD,83,2,1,2,1.7619847729062743
4952,133.985,ot2,YPD,83,2,1,3,1.7498138982121172
4953,130.183,ot2,YPD,83,2,1,4,1.702450698331328
4954,128.491,ot2,YPD,83,2,1,5,1.6627112502911567
4955,135.485,ot2,YPD,83,2,2,1,1.7727373833854527
4956,131.189,ot2,YPD,83,2,2,2,1.706301619301554
4957,129.798,ot2,YPD,83,2,2,3,1.6559880583304627
4958,120.579,ot2,YPD,83,2,2,4,1.5629569139835122
4959,113.921,ot2,YPD,83,2,2,5,1.4867923050820917
4960,136.744,ot2,YPD,83,2,3,1,1.783539846093648
4961,133.482,ot2,YPD,83,2,3,2,1.7188662966635333
4962,132.51,ot2,YPD,83,2,3,3,1.6950865388305425
4963,125.856,ot2,YPD,83,2,3,4,1.620894830384051
4964,109.521,ot2,YPD,83,2,3,5,1.4298153998798924
4965,135.067,ot2,YPD,83,2,4,1,1.7644284781188768
4966,131.631,ot2,YPD,83,2,4,2,1.714168511524938
4967,129.159,ot2,YPD,83,2,4,3,1.6702098770221514
4968,120.641,ot2,YPD,83,2,4,4,1.5510542555926974
4969,114.473,ot2,YPD,83,2,4,5,1.494913483512896
4970,133.497,ot2,YPD,83,2,5,1,1.749862367282737
4971,130.408,ot2,YPD,83,2,5,2,1.7076709530419294
4972,127.298,ot2,YPD,83,2,5,3,1.6604664510069915
4973,122.367,ot2,YPD,83,2,5,4,1.5967091613711393
4974,105.522,ot2,YPD,83,2,5,5,1.3999416259817448
4975,131.924,ot2,YPD,83,2,6,1,1.6945921644187545
4976,131.048,ot2,YPD,83,2,6,2,1.7213035083340995
4977,128.759,ot2,YPD,83,2,6,3,1.6949333263127409
4978,128.026,ot2,YPD,83,2,6,4,1.6861500368770417
4979,96.274,ot2,YPD,83,2,6,5,1.2297728840405693
4980,134.164,ot2,YPD,84,1,1,1,1.7377405901095768
4981,132.435,ot2,YPD,84,1,1,2,1.7205830767431889
4982,131.804,ot2,YPD,84,1,1,3,1.7118514189233067
4983,130.921,ot2,YPD,84,1,1,4,1.698397872478433
4984,124.765,ot2,YPD,84,1,1,5,1.6125759338244796
4985,134.055,ot2,YPD,84,1,2,1,1.7407253509238942
4986,129.725,ot2,YPD,84,1,2,2,1.6733095993602147
4987,127.893,ot2,YPD,84,1,2,3,1.6523002984380448
4988,124.102,ot2,YPD,84,1,2,4,1.6082888393551398
4989,121.455,ot2,YPD,84,1,2,5,1.5866722405842162
4990,134.805,ot2,YPD,84,1,3,1,1.7414416742022996
4991,130.331,ot2,YPD,84,1,3,2,1.6761751655842068
4992,127.939,ot2,YPD,84,1,3,3,1.6444178812883985
4993,127.664,ot2,YPD,84,1,3,4,1.6435238230106723
4994,116.728,ot2,YPD,84,1,3,5,1.5142568040889397
4995,132.827,ot2,YPD,84,1,4,1,1.7224534785709655
4996,128.897,ot2,YPD,84,1,4,2,1.6707973090334036
4997,125.961,ot2,YPD,84,1,4,3,1.6219755598192094
4998,122.55,ot2,YPD,84,1,4,4,1.570469282620396
4999,111.927,ot2,YPD,84,1,4,5,1.4383730643192187
5000,131.535,ot2,YPD,84,1,5,1,1.6984530757708796
5001,129.35,ot2,YPD,84,1,5,2,1.662211827597728
5002,128.355,ot2,YPD,84,1,5,3,1.6509531036966532
5003,126.233,ot2,YPD,84,1,5,4,1.6297802566684745
5004,116.541,ot2,YPD,84,1,5,5,1.5016815493447755
5005,130.549,ot2,YPD,84,1,6,1,1.6459559982348864
5006,129.934,ot2,YPD,84,1,6,2,1.6524525950324935
5007,129.232,ot2,YPD,84,1,6,3,1.6544872615542183
5008,123.909,ot2,YPD,84,1,6,4,1.5940129158412022
5009,94.908,ot2,YPD,84,1,6,5,1.2036372398574526
5010,135.603,ot2,YPD,84,2,1,1,1.7753498906796197
5011,134.277,ot2,YPD,84,2,1,2,1.7626279863481225
5012,134.034,ot2,YPD,84,2,1,3,1.750453827166943
5013,130.289,ot2,YPD,84,2,1,4,1.703836899095046
5014,128.666,ot2,YPD,84,2,1,5,1.6649758016511813
5015,135.557,ot2,YPD,84,2,2,1,1.7736794588299942
5016,131.275,ot2,YPD,84,2,2,2,1.7074201729856278
5017,129.887,ot2,YPD,84,2,2,3,1.6571235375920186
5018,120.751,ot2,YPD,84,2,2,4,1.5651863949810754
5019,114.177,ot2,YPD,84,2,2,5,1.4901333820573726
5020,136.844,ot2,YPD,84,2,3,1,1.7848441372114254
5021,133.578,ot2,YPD,84,2,3,2,1.7201025020281495
5022,132.599,ot2,YPD,84,2,3,3,1.6962250393358318
5023,126.033,ot2,YPD,84,2,3,4,1.6231744069237308
5024,109.817,ot2,YPD,84,2,3,5,1.4336797305412674
5025,135.172,ot2,YPD,84,2,4,1,1.7658001306335729
5026,131.75,ot2,YPD,84,2,4,2,1.715718192472978
5027,129.279,ot2,YPD,84,2,4,3,1.671761647980758
5028,120.935,ot2,YPD,84,2,4,4,1.554834147595783
5029,114.952,ot2,YPD,84,2,4,5,1.5011687887691805
5030,133.569,ot2,YPD,84,2,5,1,1.7508061344868262
5031,130.496,ot2,YPD,84,2,5,2,1.7088232983264806
5032,127.399,ot2,YPD,84,2,5,3,1.6617838881352394
5033,122.603,ot2,YPD,84,2,5,4,1.5997886138549264
5034,105.896,ot2,YPD,84,2,5,5,1.4049034175334325
5035,131.947,ot2,YPD,84,2,6,1,1.6948876043673733
5036,131.112,ot2,YPD,84,2,6,2,1.722144142487489
5037,128.851,ot2,YPD,84,2,6,3,1.6961443784801296
5038,128.258,ot2,YPD,84,2,6,4,1.689205563165104
5039,96.604,ot2,YPD,84,2,6,5,1.2339881971233682
5040,134.204,ot2,YPD,85,1,1,1,1.738258684558195
5041,132.479,ot2,YPD,85,1,1,2,1.7211547206090607
5042,131.832,ot2,YPD,85,1,1,3,1.7122150789012271
5043,130.986,ot2,YPD,85,1,1,4,1.699241097489784
5044,124.876,ot2,YPD,85,1,1,5,1.6140105984231614
5045,134.104,ot2,YPD,85,1,2,1,1.741361623664152
5046,129.77,ot2,YPD,85,1,2,2,1.6738900497897482
5047,127.956,ot2,YPD,85,1,2,3,1.653114220379055
5048,124.247,ot2,YPD,85,1,2,4,1.6101679539681717
5049,121.664,ot2,YPD,85,1,2,5,1.5894025892588868
5050,134.868,ot2,YPD,85,1,3,1,1.742255522542307
5051,130.39,ot2,YPD,85,1,3,2,1.6769339592309176
5052,128.02,ot2,YPD,85,1,3,3,1.6454589856301896
5053,127.814,ot2,YPD,85,1,3,4,1.6454548965588267
5054,116.986,ot2,YPD,85,1,3,5,1.5176037153309292
5055,132.894,ot2,YPD,85,1,4,1,1.7233223108344682
5056,128.962,ot2,YPD,85,1,4,2,1.6716398563780832
5057,126.075,ot2,YPD,85,1,4,3,1.623443515883542
5058,122.815,ot2,YPD,85,1,4,4,1.5738652382294895
5059,112.272,ot2,YPD,85,1,4,5,1.442806656814239
5060,131.589,ot2,YPD,85,1,5,1,1.699150353804039
5061,129.403,ot2,YPD,85,1,5,2,1.662892903955383
5062,128.463,ot2,YPD,85,1,5,3,1.6523422426877268
5063,126.413,ot2,YPD,85,1,5,4,1.6321042166963615
5064,116.915,ot2,YPD,85,1,5,5,1.5065007022562398
5065,130.571,ot2,YPD,85,1,6,1,1.646233373258526
5066,129.977,ot2,YPD,85,1,6,2,1.6529994531418906
5067,129.335,ot2,YPD,85,1,6,3,1.6558059147356294
5068,124.123,ot2,YPD,85,1,6,4,1.5967658939460212
5069,95.061,ot2,YPD,85,1,6,5,1.2055776084006544
5070,135.616,ot2,YPD,85,2,1,1,1.775520090074757
5071,134.298,ot2,YPD,85,2,1,2,1.762903649251772
5072,134.105,ot2,YPD,85,2,1,3,1.7513810711627116
5073,130.368,ot2,YPD,85,2,1,4,1.704870010984987
5074,128.779,ot2,YPD,85,2,1,5,1.666438054815083
5075,135.588,ot2,YPD,85,2,2,1,1.7740850746463943
5076,131.33,ot2,YPD,85,2,2,2,1.7081355270859075
5077,129.983,ot2,YPD,85,2,2,3,1.6583483242112247
5078,120.901,ot2,YPD,85,2,2,4,1.5671307098045315
5079,114.424,ot2,YPD,85,2,2,5,1.4933569992952416
5080,136.905,ot2,YPD,85,2,3,1,1.78563975479327
5081,133.664,ot2,YPD,85,2,3,2,1.721209936000618
5082,132.708,ot2,YPD,85,2,3,3,1.697619382651299
5083,126.191,ot2,YPD,85,2,3,4,1.6252092831568916
5084,110.127,ot2,YPD,85,2,3,5,1.4377268335987885
5085,135.256,ot2,YPD,85,2,4,1,1.7668974526453298
5086,131.857,ot2,YPD,85,2,4,2,1.717111603073317
5087,129.43,ot2,YPD,85,2,4,3,1.6737142931036713
5088,121.186,ot2,YPD,85,2,4,4,1.5580611982514787
5089,115.419,ot2,YPD,85,2,4,5,1.5072673849167482
5090,133.631,ot2,YPD,85,2,5,1,1.7516188229125702
5091,130.556,ot2,YPD,85,2,5,2,1.7096089882932195
5092,127.533,ot2,YPD,85,2,5,3,1.6635317750182614
5093,122.817,ot2,YPD,85,2,5,4,1.6025809987342927
5094,106.291,ot2,YPD,85,2,5,5,1.4101438123540648
5095,131.964,ot2,YPD,85,2,6,1,1.6951059730250482
5096,131.155,ot2,YPD,85,2,6,2,1.7227089435592975
5097,128.999,ot2,YPD,85,2,6,3,1.698092592836363
5098,128.451,ot2,YPD,85,2,6,4,1.6917474449478451
5099,96.957,ot2,YPD,85,2,6,5,1.238497304754362
5100,134.255,ot2,YPD,86,1,1,1,1.7389192549801828
5101,132.504,ot2,YPD,86,1,1,2,1.7214795182601237
5102,131.847,ot2,YPD,86,1,1,3,1.712409896746542
5103,131.004,ot2,YPD,86,1,1,4,1.699474605954466
5104,124.938,ot2,YPD,86,1,1,5,1.614811942613416
5105,134.165,ot2,YPD,86,1,2,1,1.7421537182999831
5106,129.801,ot2,YPD,86,1,2,2,1.674289915641204
5107,127.982,ot2,YPD,86,1,2,3,1.6534501246721702
5108,124.317,ot2,YPD,86,1,2,4,1.6110751127468768
5109,121.799,ot2,YPD,86,1,2,5,1.5911662116085543
5110,134.934,ot2,YPD,86,1,3,1,1.7431081255651726
5111,130.437,ot2,YPD,86,1,3,2,1.677538421966433
5112,128.045,ot2,YPD,86,1,3,3,1.645780314130742
5113,127.907,ot2,YPD,86,1,3,4,1.6466521621586825
5114,117.134,ot2,YPD,86,1,3,5,1.5195236489116053
5115,132.963,ot2,YPD,86,1,4,1,1.7242170783894184
5116,129.029,ot2,YPD,86,1,4,2,1.6725083282564452
5117,126.129,ot2,YPD,86,1,4,3,1.6241388634929628
5118,123.01,ot2,YPD,86,1,4,4,1.5763641489607094
5119,112.486,ot2,YPD,86,1,4,5,1.4455567692604254
5120,131.642,ot2,YPD,86,1,5,1,1.6998347192810288
5121,129.462,ot2,YPD,86,1,5,2,1.6636510832969236
5122,128.523,ot2,YPD,86,1,5,3,1.6531139865716564
5123,126.505,ot2,YPD,86,1,5,4,1.6332920184883932
5124,117.142,ot2,YPD,86,1,5,5,1.5094256961356578
5125,130.593,ot2,YPD,86,1,6,1,1.646510748282166
5126,130.02,ot2,YPD,86,1,6,2,1.6535463112512878
5127,129.367,ot2,YPD,86,1,6,3,1.6562155933939315
5128,124.208,ot2,YPD,86,1,6,4,1.5978593665577483
5129,95.063,ot2,YPD,86,1,6,5,1.2056029726953368
5130,135.547,ot2,YPD,86,2,1,1,1.7746167240544113
5131,134.202,ot2,YPD,86,2,1,2,1.761643475977947
5132,134.023,ot2,YPD,86,2,1,3,1.7503101696464718
5133,130.311,ot2,YPD,86,2,1,4,1.7041246011403464
5134,128.759,ot2,YPD,86,2,1,5,1.6661792489453655
5135,135.591,ot2,YPD,86,2,2,1,1.774124327789917
5136,131.251,ot2,YPD,86,2,2,2,1.707108018469142
5137,129.925,ot2,YPD,86,2,2,3,1.6576083489621212
5138,120.877,ot2,YPD,86,2,2,4,1.5668196194327786
5139,114.519,ot2,YPD,86,2,2,5,1.4945968520790374
5140,136.934,ot2,YPD,86,2,3,1,1.7860179992174252
5141,133.622,ot2,YPD,86,2,3,2,1.7206690961535989
5142,132.663,ot2,YPD,86,2,3,3,1.6970437363284
5143,126.173,ot2,YPD,86,2,3,4,1.6249774618138733
5144,110.271,ot2,YPD,86,2,3,5,1.4396067782448627
5145,135.275,ot2,YPD,86,2,4,1,1.7671456564337036
5146,131.834,ot2,YPD,86,2,4,2,1.7168120849068889
5147,129.437,ot2,YPD,86,2,4,3,1.6738048130762566
5148,121.27,ot2,YPD,86,2,4,4,1.5591411673952171
5149,115.705,ot2,YPD,86,2,4,5,1.5110022853411686
5150,133.575,ot2,YPD,86,2,5,1,1.7508847817538338
5151,130.451,ot2,YPD,86,2,5,2,1.708234030851426
5152,127.473,ot2,YPD,86,2,5,3,1.6627491391004905
5153,122.833,ot2,YPD,86,2,5,4,1.6027897751738716
5154,106.485,ot2,YPD,86,2,5,5,1.4127175758862236
5155,131.831,ot2,YPD,86,2,6,1,1.6933975594091202
5156,131.019,ot2,YPD,86,2,6,2,1.7209225959833452
5157,128.953,ot2,YPD,86,2,6,3,1.697487066752669
5158,128.472,ot2,YPD,86,2,6,4,1.692024022758403
5159,97.091,ot2,YPD,86,2,6,5,1.2402089773394986
5160,134.336,ot2,YPD,87,1,1,1,1.7399683962386343
5161,132.603,ot2,YPD,87,1,1,2,1.722765716958335
5162,131.934,ot2,YPD,87,1,1,3,1.713539840249367
5163,131.101,ot2,YPD,87,1,1,4,1.7007329571252514
5164,125.089,ot2,YPD,87,1,1,5,1.6167636034638748
5165,134.269,ot2,YPD,87,1,2,1,1.7435041747282858
5166,129.911,ot2,YPD,87,1,2,2,1.6757087944689524
5167,128.076,ot2,YPD,87,1,2,3,1.654664547885741
5168,124.467,ot2,YPD,87,1,2,4,1.6130190244155305
5169,122.03,ot2,YPD,87,1,2,5,1.5941839654068743
5170,135.04,ot2,YPD,87,1,3,1,1.7444774576928046
5171,130.541,ot2,YPD,87,1,3,2,1.6788759565301268
5172,128.146,ot2,YPD,87,1,3,3,1.6470784812729746
5173,128.062,ot2,YPD,87,1,3,4,1.648647604825109
5174,117.383,ot2,YPD,87,1,3,5,1.5227538074358509
5175,133.083,ot2,YPD,87,1,4,1,1.7257731958762887
5176,129.148,ot2,YPD,87,1,4,2,1.6740508380105512
5177,126.256,ot2,YPD,87,1,4,3,1.6257742180558594
5178,123.247,ot2,YPD,87,1,4,4,1.5794012866186533
5179,112.795,ot2,YPD,87,1,4,5,1.4495277260168349
5180,131.752,ot2,YPD,87,1,5,1,1.701255100459687
5181,129.579,ot2,YPD,87,1,5,2,1.6651545914826906
5182,128.649,ot2,YPD,87,1,5,3,1.6547346487279089
5183,126.685,ot2,YPD,87,1,5,4,1.6356159785162807
5184,117.484,ot2,YPD,87,1,5,5,1.513832515108173
5185,130.67,ot2,YPD,87,1,6,1,1.6474815608649056
5186,130.098,ot2,YPD,87,1,6,2,1.6545382864264733
5187,129.472,ot2,YPD,87,1,6,3,1.6575598514914864
5188,124.398,ot2,YPD,87,1,6,4,1.6003035994545505
5189,95.175,ot2,YPD,87,1,6,5,1.2070233731975497
5190,135.525,ot2,YPD,87,2,1,1,1.774328694308794
5191,134.155,ot2,YPD,87,2,1,2,1.76102651614597
5192,134.016,ot2,YPD,87,2,1,3,1.750218751224354
5193,130.345,ot2,YPD,87,2,1,4,1.7045692315739915
5194,128.835,ot2,YPD,87,2,1,5,1.6671627112502911
5195,135.622,ot2,YPD,87,2,2,1,1.774529943606317
5196,131.263,ot2,YPD,87,2,2,2,1.707264095727385
5197,129.969,ot2,YPD,87,2,2,3,1.6581697094959236
5198,120.992,ot2,YPD,87,2,2,4,1.5683102607974284
5199,114.701,ot2,YPD,87,2,2,5,1.4969721489911514
5200,137.016,ot2,YPD,87,2,3,1,1.787087517934003
5201,133.663,ot2,YPD,87,2,3,2,1.7211970588614036
5202,132.709,ot2,YPD,87,2,3,3,1.697632174791808
5203,126.304,ot2,YPD,87,2,3,4,1.6266646060325065
5204,110.519,ot2,YPD,87,2,3,5,1.4428444606908797
5205,135.375,ot2,YPD,87,2,4,1,1.7684519921619857
5206,131.884,ot2,YPD,87,2,4,2,1.717463211355645
5207,129.522,ot2,YPD,87,2,4,3,1.674903984171936
5208,121.496,ot2,YPD,87,2,4,4,1.5620467986628952
5209,116.119,ot2,YPD,87,2,4,5,1.5164087495919032
5210,133.609,ot2,YPD,87,2,5,1,1.7513304496002098
5211,130.427,ot2,YPD,87,2,5,2,1.7079197548647302
5212,127.507,ot2,YPD,87,2,5,3,1.6631926327872275
5213,122.981,ot2,YPD,87,2,5,4,1.6047209572399754
5214,106.815,ot2,YPD,87,2,5,5,1.4170956272553596
